nohup: ignoring input
[[1 2 3]
 [4 5 6]]
| Xavier Initialization
| Xavier Initialization
Training started
Use Critic:
False
/SCRATCH/liudefen/PycharmProjects/gnn/GraphRL/gcn/models_gcn.py:85: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  features = F.log_softmax(features.t())
epoch 0120 gcn2mind min_ratio 1.0871104815864023 max_ratio 1.1327088212334113 av_ratio 1.1080352182395075
epochs 121 loss -12.990297317504883
epochs 121 loss -12.575859069824219
epochs 121 loss -12.436744689941406
epochs 121 loss -12.38017749786377
epochs 121 loss -10.943181037902832
epochs 121 loss -14.005732536315918
epochs 121 loss -13.068709373474121
epochs 121 loss -12.174215316772461
epochs 121 loss -14.155925750732422
epochs 121 loss -14.26243782043457
epoch 0121 gcn2mind min_ratio 1.0607692307692307 max_ratio 1.1270459859703819 av_ratio 1.103560965850723
epochs 122 loss -16.79610252380371
epochs 122 loss -14.719780921936035
epochs 122 loss -16.370996475219727
epochs 122 loss -14.730925559997559
epochs 122 loss -14.66064453125
epochs 122 loss -15.26587200164795
epochs 122 loss -11.200641632080078
epochs 122 loss -12.872699737548828
epochs 122 loss -13.51034164428711
epochs 122 loss -11.637763977050781
epoch 0122 gcn2mind min_ratio 1.0866202629543698 max_ratio 1.1486068111455108 av_ratio 1.1075924592596875
epochs 123 loss -12.6084566116333
epochs 123 loss -10.504292488098145
epochs 123 loss -13.405927658081055
epochs 123 loss -13.623510360717773
epochs 123 loss -12.666021347045898
epochs 123 loss -11.911296844482422
epochs 123 loss -12.533239364624023
epochs 123 loss -11.124038696289062
epochs 123 loss -12.172001838684082
epochs 123 loss -15.711999893188477
epoch 0123 gcn2mind min_ratio 1.0909090909090908 max_ratio 1.1408668730650156 av_ratio 1.1105009861700792
epochs 124 loss -12.857210159301758
epochs 124 loss -12.949952125549316
epochs 124 loss -11.33194637298584
epochs 124 loss -11.905920028686523
epochs 124 loss -12.116171836853027
epochs 124 loss -12.16211986541748
epochs 124 loss -12.046222686767578
epochs 124 loss -16.842365264892578
epochs 124 loss -13.070817947387695
epochs 124 loss -12.168596267700195
epoch 0124 gcn2mind min_ratio 1.0754124116260801 max_ratio 1.1362229102167183 av_ratio 1.1050890382544667
epochs 125 loss -11.819592475891113
epochs 125 loss -11.953039169311523
epochs 125 loss -14.771147727966309
epochs 125 loss -13.659210205078125
epochs 125 loss -12.567610740661621
epochs 125 loss -13.983603477478027
epochs 125 loss -12.908499717712402
epochs 125 loss -16.777132034301758
epochs 125 loss -13.11937141418457
epochs 125 loss -12.011967658996582
epoch 0125 gcn2mind min_ratio 1.0869565217391304 max_ratio 1.1389539422326307 av_ratio 1.1110337859294233
epochs 126 loss -13.598413467407227
epochs 126 loss -11.594927787780762
epochs 126 loss -14.051806449890137
epochs 126 loss -13.997591018676758
epochs 126 loss -15.929380416870117
epochs 126 loss -12.632207870483398
epochs 126 loss -16.06995391845703
epochs 126 loss -12.710861206054688
epochs 126 loss -12.898625373840332
epochs 126 loss -11.188272476196289
epoch 0126 gcn2mind min_ratio 1.0871104815864023 max_ratio 1.1263858093126387 av_ratio 1.1031348508780152
epochs 127 loss -12.18224048614502
epochs 127 loss -12.274747848510742
epochs 127 loss -11.516117095947266
epochs 127 loss -11.121560096740723
epochs 127 loss -13.682445526123047
epochs 127 loss -14.546890258789062
epochs 127 loss -11.7994384765625
epochs 127 loss -9.75318717956543
epochs 127 loss -12.289793014526367
epochs 127 loss -15.273248672485352
epoch 0127 gcn2mind min_ratio 1.0749601275917064 max_ratio 1.1247077162899455 av_ratio 1.1072833014031354
epochs 128 loss -11.151278495788574
epochs 128 loss -11.295743942260742
epochs 128 loss -15.650726318359375
epochs 128 loss -13.216310501098633
epochs 128 loss -11.923247337341309
epochs 128 loss -10.999836921691895
epochs 128 loss -10.749552726745605
epochs 128 loss -12.520323753356934
epochs 128 loss -10.866230010986328
epochs 128 loss -16.445709228515625
epoch 0128 gcn2mind min_ratio 1.0755451713395638 max_ratio 1.1431980906921242 av_ratio 1.1024895101982954
epochs 129 loss -12.267313957214355
epochs 129 loss -12.88603401184082
epochs 129 loss -13.198671340942383
epochs 129 loss -10.779547691345215
epochs 129 loss -14.496807098388672
epochs 129 loss -14.298345565795898
epochs 129 loss -11.892007827758789
epochs 129 loss -13.035634994506836
epochs 129 loss -11.909902572631836
epochs 129 loss -12.584285736083984
epoch 0129 gcn2mind min_ratio 1.0748031496062993 max_ratio 1.15115354017502 av_ratio 1.1103996305933743
epochs 130 loss -14.228677749633789
epochs 130 loss -10.61811351776123
epochs 130 loss -9.892776489257812
epochs 130 loss -13.977228164672852
epochs 130 loss -12.637146949768066
epochs 130 loss -14.256086349487305
epochs 130 loss -12.746816635131836
epochs 130 loss -10.91405963897705
epochs 130 loss -11.211268424987793
epochs 130 loss -9.002518653869629
epoch 0130 gcn2mind min_ratio 1.0684089162182937 max_ratio 1.1337920489296636 av_ratio 1.1065607479170232
epochs 131 loss -11.796469688415527
epochs 131 loss -12.859055519104004
epochs 131 loss -14.412162780761719
epochs 131 loss -14.506000518798828
epochs 131 loss -13.077735900878906
epochs 131 loss -12.72326946258545
epochs 131 loss -17.307043075561523
epochs 131 loss -13.084409713745117
epochs 131 loss -13.289015769958496
epochs 131 loss -13.167790412902832
epoch 0131 gcn2mind min_ratio 1.0825471698113207 max_ratio 1.1551312649164678 av_ratio 1.1142167508405367
epochs 132 loss -12.891956329345703
epochs 132 loss -11.895038604736328
epochs 132 loss -10.302997589111328
epochs 132 loss -13.546110153198242
epochs 132 loss -14.307382583618164
epochs 132 loss -13.430131912231445
epochs 132 loss -10.898521423339844
epochs 132 loss -11.71069622039795
epochs 132 loss -13.911294937133789
epochs 132 loss -13.051074981689453
epoch 0132 gcn2mind min_ratio 1.0913461538461537 max_ratio 1.1350507416081186 av_ratio 1.1098708739985053
epochs 133 loss -15.368881225585938
epochs 133 loss -11.320582389831543
epochs 133 loss -15.11390209197998
epochs 133 loss -12.499704360961914
epochs 133 loss -12.749557495117188
epochs 133 loss -13.745084762573242
epochs 133 loss -12.486856460571289
epochs 133 loss -11.611266136169434
epochs 133 loss -12.016057014465332
epochs 133 loss -12.560983657836914
epoch 0133 gcn2mind min_ratio 1.0597864768683274 max_ratio 1.1336515513126493 av_ratio 1.1073162513355703
epochs 134 loss -12.88713264465332
epochs 134 loss -14.966106414794922
epochs 134 loss -14.345328330993652
epochs 134 loss -13.531981468200684
epochs 134 loss -11.959512710571289
epochs 134 loss -12.024643898010254
epochs 134 loss -11.827520370483398
epochs 134 loss -14.115211486816406
epochs 134 loss -14.079859733581543
epochs 134 loss -15.418272018432617
epoch 0134 gcn2mind min_ratio 1.0866141732283465 max_ratio 1.140092879256966 av_ratio 1.1101463454837572
epochs 135 loss -10.045560836791992
epochs 135 loss -13.472601890563965
epochs 135 loss -12.499052047729492
epochs 135 loss -12.995031356811523
epochs 135 loss -9.572494506835938
epochs 135 loss -14.057863235473633
epochs 135 loss -12.220465660095215
epochs 135 loss -11.565752029418945
epochs 135 loss -13.900927543640137
epochs 135 loss -13.124446868896484
epoch 0135 gcn2mind min_ratio 1.082039911308204 max_ratio 1.1225604996096799 av_ratio 1.1056977112155248
epochs 136 loss -13.950284957885742
epochs 136 loss -14.570491790771484
epochs 136 loss -12.08199691772461
epochs 136 loss -15.849615097045898
epochs 136 loss -10.470952987670898
epochs 136 loss -12.074893951416016
epochs 136 loss -16.6008358001709
epochs 136 loss -15.386491775512695
epochs 136 loss -14.652647972106934
epochs 136 loss -15.29632568359375
epoch 0136 gcn2mind min_ratio 1.079192546583851 max_ratio 1.1431888544891642 av_ratio 1.1092013356865846
epochs 137 loss -13.89375114440918
epochs 137 loss -14.148614883422852
epochs 137 loss -12.102804183959961
epochs 137 loss -11.933839797973633
epochs 137 loss -12.932043075561523
epochs 137 loss -15.69334602355957
epochs 137 loss -11.666131019592285
epochs 137 loss -12.866382598876953
epochs 137 loss -14.410244941711426
epochs 137 loss -14.745573043823242
epoch 0137 gcn2mind min_ratio 1.081138790035587 max_ratio 1.1463802704852823 av_ratio 1.1132080107593136
epochs 138 loss -12.315288543701172
epochs 138 loss -12.944486618041992
epochs 138 loss -12.014233589172363
epochs 138 loss -14.518616676330566
epochs 138 loss -13.09390640258789
epochs 138 loss -10.582331657409668
epochs 138 loss -13.538837432861328
epochs 138 loss -15.332976341247559
epochs 138 loss -13.508447647094727
epochs 138 loss -12.53670883178711
epoch 0138 gcn2mind min_ratio 1.0745192307692308 max_ratio 1.135831381733021 av_ratio 1.1087700530173685
epochs 139 loss -12.020193099975586
epochs 139 loss -9.771406173706055
epochs 139 loss -13.165143966674805
epochs 139 loss -12.769059181213379
epochs 139 loss -13.410531997680664
epochs 139 loss -11.493461608886719
epochs 139 loss -12.294191360473633
epochs 139 loss -13.550154685974121
epochs 139 loss -10.202199935913086
epochs 139 loss -12.399310111999512
epoch 0139 gcn2mind min_ratio 1.0881889763779529 max_ratio 1.1376643464810519 av_ratio 1.1095360920230686
epochs 140 loss -10.160261154174805
epochs 140 loss -12.829686164855957
epochs 140 loss -12.831868171691895
epochs 140 loss -14.072164535522461
epochs 140 loss -12.845743179321289
epochs 140 loss -16.27130126953125
epochs 140 loss -12.847501754760742
epochs 140 loss -14.596437454223633
epochs 140 loss -9.60521411895752
epochs 140 loss -17.5627384185791
epoch 0140 gcn2mind min_ratio 1.0876923076923077 max_ratio 1.1493808049535603 av_ratio 1.108805435834857
epochs 141 loss -12.44853401184082
epochs 141 loss -12.726150512695312
epochs 141 loss -13.064056396484375
epochs 141 loss -10.68970775604248
epochs 141 loss -15.776269912719727
epochs 141 loss -12.333887100219727
epochs 141 loss -12.782474517822266
epochs 141 loss -12.004424095153809
epochs 141 loss -10.846016883850098
epochs 141 loss -10.271716117858887
epoch 0141 gcn2mind min_ratio 1.0803149606299212 max_ratio 1.1334894613583137 av_ratio 1.1053431515922427
epochs 142 loss -11.677130699157715
epochs 142 loss -11.709202766418457
epochs 142 loss -13.052109718322754
epochs 142 loss -12.506175994873047
epochs 142 loss -9.438732147216797
epochs 142 loss -12.45107650756836
epochs 142 loss -12.633331298828125
epochs 142 loss -13.204426765441895
epochs 142 loss -11.93690013885498
epochs 142 loss -12.467753410339355
epoch 0142 gcn2mind min_ratio 1.1029065200314219 max_ratio 1.1241217798594847 av_ratio 1.110637756784623
epochs 143 loss -15.033858299255371
epochs 143 loss -13.60991096496582
epochs 143 loss -17.143590927124023
epochs 143 loss -10.712538719177246
epochs 143 loss -14.716996192932129
epochs 143 loss -12.577116012573242
epochs 143 loss -10.920814514160156
epochs 143 loss -13.182050704956055
epochs 143 loss -12.495454788208008
epochs 143 loss -11.806921005249023
epoch 0143 gcn2mind min_ratio 1.0873715124816445 max_ratio 1.1400159108989658 av_ratio 1.112946240249911
epochs 144 loss -11.007838249206543
epochs 144 loss -11.609051704406738
epochs 144 loss -12.232040405273438
epochs 144 loss -13.808237075805664
epochs 144 loss -16.01571273803711
epochs 144 loss -14.956872940063477
epochs 144 loss -13.663762092590332
epochs 144 loss -12.655774116516113
epochs 144 loss -13.578908920288086
epochs 144 loss -13.855916976928711
epoch 0144 gcn2mind min_ratio 1.0906994619523442 max_ratio 1.131578947368421 av_ratio 1.1101470403844005
epochs 145 loss -12.805295944213867
epochs 145 loss -12.286534309387207
epochs 145 loss -13.275330543518066
epochs 145 loss -12.780657768249512
epochs 145 loss -11.399356842041016
epochs 145 loss -14.249595642089844
epochs 145 loss -14.54014778137207
epochs 145 loss -12.975207328796387
epochs 145 loss -15.15420150756836
epochs 145 loss -12.638364791870117
epoch 0145 gcn2mind min_ratio 1.0840534171249019 max_ratio 1.1376643464810519 av_ratio 1.110499416371521
epochs 146 loss -13.636688232421875
epochs 146 loss -12.91031265258789
epochs 146 loss -12.796000480651855
epochs 146 loss -12.000187873840332
epochs 146 loss -12.469937324523926
epochs 146 loss -10.637045860290527
epochs 146 loss -12.01742935180664
epochs 146 loss -12.04348373413086
epochs 146 loss -13.482223510742188
epochs 146 loss -11.660320281982422
epoch 0146 gcn2mind min_ratio 1.0850393700787402 max_ratio 1.1269113149847094 av_ratio 1.108491582134183
epochs 147 loss -12.48101806640625
epochs 147 loss -12.70510482788086
epochs 147 loss -15.174140930175781
epochs 147 loss -13.757828712463379
epochs 147 loss -11.633493423461914
epochs 147 loss -12.170236587524414
epochs 147 loss -11.041488647460938
epochs 147 loss -12.619511604309082
epochs 147 loss -14.08466911315918
epochs 147 loss -12.110212326049805
epoch 0147 gcn2mind min_ratio 1.0953846153846154 max_ratio 1.1463802704852823 av_ratio 1.110791330142685
epochs 148 loss -12.99035930633545
epochs 148 loss -14.170907974243164
epochs 148 loss -12.508734703063965
epochs 148 loss -13.910984992980957
epochs 148 loss -14.252756118774414
epochs 148 loss -12.305956840515137
epochs 148 loss -12.513235092163086
epochs 148 loss -15.890533447265625
epochs 148 loss -12.700119018554688
epochs 148 loss -16.728124618530273
epoch 0148 gcn2mind min_ratio 1.0793201133144477 max_ratio 1.1283464566929133 av_ratio 1.1029107232692965
epochs 149 loss -14.258782386779785
epochs 149 loss -12.91014289855957
epochs 149 loss -12.138492584228516
epochs 149 loss -13.448531150817871
epochs 149 loss -14.222087860107422
epochs 149 loss -12.49323844909668
epochs 149 loss -13.394323348999023
epochs 149 loss -11.408849716186523
epochs 149 loss -11.486331939697266
epochs 149 loss -17.904373168945312
epoch 0149 gcn2mind min_ratio 1.0645669291338582 max_ratio 1.131928181108509 av_ratio 1.1025121739347645
epochs 150 loss -13.98266315460205
epochs 150 loss -12.45256519317627
epochs 150 loss -10.123116493225098
epochs 150 loss -13.67827320098877
epochs 150 loss -17.95668601989746
epochs 150 loss -12.112462997436523
epochs 150 loss -14.031591415405273
epochs 150 loss -15.082186698913574
epochs 150 loss -13.684011459350586
epochs 150 loss -15.161457061767578
epoch 0150 gcn2mind min_ratio 1.1001552795031055 max_ratio 1.139984532095901 av_ratio 1.1138982337536618
epochs 151 loss -11.628469467163086
epochs 151 loss -14.202264785766602
epochs 151 loss -13.7687406539917
epochs 151 loss -12.329283714294434
epochs 151 loss -12.187294006347656
epochs 151 loss -12.19498348236084
epochs 151 loss -11.48853588104248
epochs 151 loss -13.39648151397705
epochs 151 loss -10.344253540039062
epochs 151 loss -7.899799346923828
epoch 0151 gcn2mind min_ratio 1.0725978647686834 max_ratio 1.130366900858704 av_ratio 1.1045695402397138
epochs 152 loss -13.405472755432129
epochs 152 loss -12.176877975463867
epochs 152 loss -15.76038932800293
epochs 152 loss -13.433918952941895
epochs 152 loss -13.767740249633789
epochs 152 loss -12.624794960021973
epochs 152 loss -13.000626564025879
epochs 152 loss -14.327951431274414
epochs 152 loss -12.538994789123535
epochs 152 loss -17.300331115722656
epoch 0152 gcn2mind min_ratio 1.0733652312599682 max_ratio 1.131928181108509 av_ratio 1.1055495267352575
epochs 153 loss -10.747106552124023
epochs 153 loss -10.744156837463379
epochs 153 loss -13.259392738342285
epochs 153 loss -13.178675651550293
epochs 153 loss -10.77077865600586
epochs 153 loss -12.794824600219727
epochs 153 loss -10.008886337280273
epochs 153 loss -14.08115005493164
epochs 153 loss -10.20858097076416
epochs 153 loss -13.282757759094238
epoch 0153 gcn2mind min_ratio 1.0869218500797448 max_ratio 1.1501547987616099 av_ratio 1.1095141830562492
epochs 154 loss -12.092900276184082
epochs 154 loss -11.742549896240234
epochs 154 loss -9.502423286437988
epochs 154 loss -10.803775787353516
epochs 154 loss -12.749197006225586
epochs 154 loss -13.654860496520996
epochs 154 loss -11.206393241882324
epochs 154 loss -13.679718017578125
epochs 154 loss -11.970230102539062
epochs 154 loss -12.669827461242676
epoch 0154 gcn2mind min_ratio 1.0851688693098385 max_ratio 1.1327088212334113 av_ratio 1.1055993065124068
epochs 155 loss -10.767858505249023
epochs 155 loss -11.249189376831055
epochs 155 loss -11.119958877563477
epochs 155 loss -15.026229858398438
epochs 155 loss -11.383161544799805
epochs 155 loss -13.633155822753906
epochs 155 loss -13.932391166687012
epochs 155 loss -13.141280174255371
epochs 155 loss -12.091009140014648
epochs 155 loss -14.182280540466309
epoch 0155 gcn2mind min_ratio 1.082612116443745 max_ratio 1.1327088212334113 av_ratio 1.105906980519508
epochs 156 loss -14.01878547668457
epochs 156 loss -18.181856155395508
epochs 156 loss -10.639520645141602
epochs 156 loss -12.435541152954102
epochs 156 loss -11.116833686828613
epochs 156 loss -15.570474624633789
epochs 156 loss -12.606404304504395
epochs 156 loss -9.623923301696777
epochs 156 loss -12.090433120727539
epochs 156 loss -12.062614440917969
epoch 0156 gcn2mind min_ratio 1.087544483985765 max_ratio 1.1381733021077283 av_ratio 1.1068254590591557
epochs 157 loss -12.50236988067627
epochs 157 loss -12.40878963470459
epochs 157 loss -12.126569747924805
epochs 157 loss -11.153382301330566
epochs 157 loss -12.37239933013916
epochs 157 loss -12.87886905670166
epochs 157 loss -12.70483112335205
epochs 157 loss -11.153834342956543
epochs 157 loss -16.19855308532715
epochs 157 loss -14.23083209991455
epoch 0157 gcn2mind min_ratio 1.0873328088119592 max_ratio 1.1354489164086687 av_ratio 1.1065308881551623
epochs 158 loss -13.118946075439453
epochs 158 loss -10.691418647766113
epochs 158 loss -10.25575065612793
epochs 158 loss -11.536243438720703
epochs 158 loss -11.73840045928955
epochs 158 loss -11.632793426513672
epochs 158 loss -15.877113342285156
epochs 158 loss -13.959685325622559
epochs 158 loss -12.612919807434082
epochs 158 loss -13.4645414352417
epoch 0158 gcn2mind min_ratio 1.0677165354330709 max_ratio 1.1439936356404137 av_ratio 1.1053091880105148
epochs 159 loss -14.120978355407715
epochs 159 loss -12.305228233337402
epochs 159 loss -12.772154808044434
epochs 159 loss -14.37555980682373
epochs 159 loss -12.582759857177734
epochs 159 loss -12.883139610290527
epochs 159 loss -15.276097297668457
epochs 159 loss -13.021087646484375
epochs 159 loss -11.069608688354492
epochs 159 loss -14.475783348083496
epoch 0159 gcn2mind min_ratio 1.0794025157232705 max_ratio 1.1231488698363212 av_ratio 1.1069030543935163
epochs 160 loss -14.022371292114258
epochs 160 loss -13.832611083984375
epochs 160 loss -12.428281784057617
epochs 160 loss -13.11625862121582
epochs 160 loss -18.608814239501953
epochs 160 loss -10.79702377319336
epochs 160 loss -16.114879608154297
epochs 160 loss -16.303377151489258
epochs 160 loss -10.187149047851562
epochs 160 loss -10.784579277038574
epoch 0160 gcn2mind min_ratio 1.0714834742505766 max_ratio 1.1338028169014085 av_ratio 1.1077359885868308
epochs 161 loss -14.746665000915527
epochs 161 loss -13.772665023803711
epochs 161 loss -12.773048400878906
epochs 161 loss -12.151518821716309
epochs 161 loss -13.205198287963867
epochs 161 loss -13.128328323364258
epochs 161 loss -14.237042427062988
epochs 161 loss -12.163680076599121
epochs 161 loss -13.122719764709473
epochs 161 loss -10.723684310913086
epoch 0161 gcn2mind min_ratio 1.0861244019138756 max_ratio 1.134585289514867 av_ratio 1.112650825481226
epochs 162 loss -15.378222465515137
epochs 162 loss -12.356764793395996
epochs 162 loss -12.533480644226074
epochs 162 loss -16.86837387084961
epochs 162 loss -14.522160530090332
epochs 162 loss -14.296395301818848
epochs 162 loss -12.969889640808105
epochs 162 loss -16.159122467041016
epochs 162 loss -12.121020317077637
epochs 162 loss -15.584037780761719
epoch 0162 gcn2mind min_ratio 1.0776923076923077 max_ratio 1.128440366972477 av_ratio 1.1036245381624916
epochs 163 loss -12.724443435668945
epochs 163 loss -13.332504272460938
epochs 163 loss -12.377593040466309
epochs 163 loss -12.647197723388672
epochs 163 loss -17.63530921936035
epochs 163 loss -12.9832181930542
epochs 163 loss -13.039945602416992
epochs 163 loss -16.510318756103516
epochs 163 loss -12.07806396484375
epochs 163 loss -12.847332000732422
epoch 0163 gcn2mind min_ratio 1.0741626794258374 max_ratio 1.1424025457438345 av_ratio 1.1079042919296742
epochs 164 loss -11.962676048278809
epochs 164 loss -12.528877258300781
epochs 164 loss -14.45139217376709
epochs 164 loss -14.15693473815918
epochs 164 loss -14.579790115356445
epochs 164 loss -13.147533416748047
epochs 164 loss -14.136722564697266
epochs 164 loss -16.898378372192383
epochs 164 loss -9.992422103881836
epochs 164 loss -13.30925178527832
epoch 0164 gcn2mind min_ratio 1.0891621829362028 max_ratio 1.1447891805887032 av_ratio 1.1140482874358928
epochs 165 loss -12.039770126342773
epochs 165 loss -14.262989044189453
epochs 165 loss -15.235577583312988
epochs 165 loss -13.83041000366211
epochs 165 loss -12.725687980651855
epochs 165 loss -12.953475952148438
epochs 165 loss -10.536191940307617
epochs 165 loss -16.455228805541992
epochs 165 loss -14.06984806060791
epochs 165 loss -13.34737491607666
epoch 0165 gcn2mind min_ratio 1.0834645669291338 max_ratio 1.1342701014832162 av_ratio 1.1097516925535509
epochs 166 loss -13.870244979858398
epochs 166 loss -11.553311347961426
epochs 166 loss -14.901570320129395
epochs 166 loss -12.650992393493652
epochs 166 loss -11.755542755126953
epochs 166 loss -14.26474666595459
epochs 166 loss -12.607928276062012
epochs 166 loss -15.81675910949707
epochs 166 loss -9.98127269744873
epochs 166 loss -11.548537254333496
epoch 0166 gcn2mind min_ratio 1.0749601275917064 max_ratio 1.1238532110091743 av_ratio 1.0999234585200584
epochs 167 loss -13.503351211547852
epochs 167 loss -11.569267272949219
epochs 167 loss -12.259815216064453
epochs 167 loss -11.734930038452148
epochs 167 loss -13.391852378845215
epochs 167 loss -13.74634838104248
epochs 167 loss -11.842278480529785
epochs 167 loss -11.214083671569824
epochs 167 loss -11.97646713256836
epochs 167 loss -13.072249412536621
epoch 0167 gcn2mind min_ratio 1.0828611898016998 max_ratio 1.1336515513126493 av_ratio 1.102877820198138
epochs 168 loss -10.949910163879395
epochs 168 loss -12.783400535583496
epochs 168 loss -14.016244888305664
epochs 168 loss -13.430275917053223
epochs 168 loss -10.511341094970703
epochs 168 loss -15.975212097167969
epochs 168 loss -16.953380584716797
epochs 168 loss -16.418418884277344
epochs 168 loss -14.643430709838867
epochs 168 loss -12.294590950012207
epoch 0168 gcn2mind min_ratio 1.079968944099379 max_ratio 1.1336515513126493 av_ratio 1.1070846681927313
epochs 169 loss -13.29277229309082
epochs 169 loss -12.782111167907715
epochs 169 loss -15.220917701721191
epochs 169 loss -13.984281539916992
epochs 169 loss -10.474542617797852
epochs 169 loss -13.287324905395508
epochs 169 loss -11.158090591430664
epochs 169 loss -13.791512489318848
epochs 169 loss -12.49179458618164
epochs 169 loss -15.444860458374023
epoch 0169 gcn2mind min_ratio 1.0904088050314464 max_ratio 1.1314984709480123 av_ratio 1.1113311196855518
epochs 170 loss -12.406593322753906
epochs 170 loss -17.286239624023438
epochs 170 loss -12.71879768371582
epochs 170 loss -15.226540565490723
epochs 170 loss -12.237324714660645
epochs 170 loss -10.806217193603516
epochs 170 loss -11.519192695617676
epochs 170 loss -14.980473518371582
epochs 170 loss -12.695954322814941
epochs 170 loss -12.277817726135254
epoch 0170 gcn2mind min_ratio 1.0753846153846154 max_ratio 1.1256830601092895 av_ratio 1.1076548329281546
epochs 171 loss -12.225554466247559
epochs 171 loss -11.768997192382812
epochs 171 loss -14.816415786743164
epochs 171 loss -14.945694923400879
epochs 171 loss -13.038473129272461
epochs 171 loss -10.876269340515137
epochs 171 loss -17.13871955871582
epochs 171 loss -13.448243141174316
epochs 171 loss -15.981682777404785
epochs 171 loss -13.909321784973145
epoch 0171 gcn2mind min_ratio 1.08654602675059 max_ratio 1.1486068111455108 av_ratio 1.1083908142852759
epochs 172 loss -12.448089599609375
epochs 172 loss -13.142620086669922
epochs 172 loss -16.158605575561523
epochs 172 loss -13.201879501342773
epochs 172 loss -15.929821014404297
epochs 172 loss -13.692018508911133
epochs 172 loss -14.65553092956543
epochs 172 loss -13.256647109985352
epochs 172 loss -10.489277839660645
epochs 172 loss -14.343609809875488
epoch 0172 gcn2mind min_ratio 1.0722379603399435 max_ratio 1.1256830601092895 av_ratio 1.102122087805451
epochs 173 loss -12.102813720703125
epochs 173 loss -12.521977424621582
epochs 173 loss -13.400012969970703
epochs 173 loss -14.387327194213867
epochs 173 loss -12.523696899414062
epochs 173 loss -13.654621124267578
epochs 173 loss -12.751769065856934
epochs 173 loss -12.98143482208252
epochs 173 loss -12.365854263305664
epochs 173 loss -16.91870880126953
epoch 0173 gcn2mind min_ratio 1.0769230769230769 max_ratio 1.1228346456692913 av_ratio 1.1062049603161574
epochs 174 loss -8.860846519470215
epochs 174 loss -13.24534797668457
epochs 174 loss -11.738960266113281
epochs 174 loss -14.424304962158203
epochs 174 loss -15.580029487609863
epochs 174 loss -16.296112060546875
epochs 174 loss -12.888899803161621
epochs 174 loss -13.337213516235352
epochs 174 loss -13.607996940612793
epochs 174 loss -16.937519073486328
epoch 0174 gcn2mind min_ratio 1.0645669291338582 max_ratio 1.1462848297213621 av_ratio 1.1077370043966706
epochs 175 loss -13.18830394744873
epochs 175 loss -13.249016761779785
epochs 175 loss -11.908464431762695
epochs 175 loss -12.8128023147583
epochs 175 loss -16.870098114013672
epochs 175 loss -12.829014778137207
epochs 175 loss -14.483680725097656
epochs 175 loss -10.692732810974121
epochs 175 loss -12.042675018310547
epochs 175 loss -13.346710205078125
epoch 0175 gcn2mind min_ratio 1.0841856805664831 max_ratio 1.1312649164677804 av_ratio 1.109130019556643
epochs 176 loss -12.330548286437988
epochs 176 loss -12.180736541748047
epochs 176 loss -12.91110897064209
epochs 176 loss -16.70173454284668
epochs 176 loss -12.129895210266113
epochs 176 loss -14.795853614807129
epochs 176 loss -12.05224323272705
epochs 176 loss -11.281604766845703
epochs 176 loss -9.12798023223877
epochs 176 loss -11.231527328491211
epoch 0176 gcn2mind min_ratio 1.0899922420480992 max_ratio 1.1384248210023866 av_ratio 1.111663405137554
epochs 177 loss -16.397483825683594
epochs 177 loss -11.149869918823242
epochs 177 loss -14.208030700683594
epochs 177 loss -11.083847045898438
epochs 177 loss -10.996261596679688
epochs 177 loss -18.314870834350586
epochs 177 loss -9.978254318237305
epochs 177 loss -14.040779113769531
epochs 177 loss -15.734009742736816
epochs 177 loss -13.27172565460205
epoch 0177 gcn2mind min_ratio 1.069045771916214 max_ratio 1.1283464566929133 av_ratio 1.1050413849496068
epochs 178 loss -12.62407112121582
epochs 178 loss -10.41518783569336
epochs 178 loss -12.357649803161621
epochs 178 loss -12.646441459655762
epochs 178 loss -14.814868927001953
epochs 178 loss -14.963783264160156
epochs 178 loss -13.401829719543457
epochs 178 loss -12.075782775878906
epochs 178 loss -16.234081268310547
epochs 178 loss -11.567558288574219
epoch 0178 gcn2mind min_ratio 1.0869230769230769 max_ratio 1.1283464566929133 av_ratio 1.1066183617810723
epochs 179 loss -10.682123184204102
epochs 179 loss -13.240483283996582
epochs 179 loss -17.069543838500977
epochs 179 loss -10.071836471557617
epochs 179 loss -14.114341735839844
epochs 179 loss -12.161540985107422
epochs 179 loss -16.440658569335938
epochs 179 loss -12.32701301574707
epochs 179 loss -12.655847549438477
epochs 179 loss -11.933006286621094
epoch 0179 gcn2mind min_ratio 1.0626334519572953 max_ratio 1.1145752143413874 av_ratio 1.098603194943936
epochs 180 loss -14.624530792236328
epochs 180 loss -11.914834976196289
epochs 180 loss -14.908515930175781
epochs 180 loss -15.195622444152832
epochs 180 loss -10.893775939941406
epochs 180 loss -12.82647705078125
epochs 180 loss -10.112833023071289
epochs 180 loss -13.430594444274902
epochs 180 loss -11.161499977111816
epochs 180 loss -12.142802238464355
epoch 0180 gcn2mind min_ratio 1.0868327402135232 max_ratio 1.1292569659442724 av_ratio 1.1073774122287428
epochs 181 loss -13.393280029296875
epochs 181 loss -11.3943452835083
epochs 181 loss -12.003756523132324
epochs 181 loss -12.516879081726074
epochs 181 loss -13.021932601928711
epochs 181 loss -13.44350814819336
epochs 181 loss -11.12410831451416
